,Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Department city,Department country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Department state,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode,order date (DateOrders)
86,DEBIT,4,4,27.36000061,56.99000168,Shipping on time,0,17,Cleats,San Diego,Estados Unidos,XXXXXXXXX,Mary,10081,Castillo,XXXXXXXXX,Corporate,CA,9900 Hidden Rise Downs,92115,4,Apparel,32.77627945,-117.1342163,Pacific Asia,Gold Coast,Australia,10081,28168,365,3,0.050000001,70443,59.99000168,0.479999989,1,59.99000168,56.99000168,27.36000061,Oceania,Queensland,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/20/2016 4:09,Standard Class,2/16/2016 4:09
87,DEBIT,3,4,26.05999947,123.4899979,Advance shipping,0,18,Men's Footwear,Oxnard,Estados Unidos,XXXXXXXXX,Mary,1169,Smith,XXXXXXXXX,Corporate,CA,1055 Crystal Woods,93030,4,Apparel,34.19039154,-119.177803,Pacific Asia,Newcastle,Australia,1169,24992,403,6.5,0.050000001,62621,129.9900055,0.209999993,1,129.9900055,123.4899979,26.05999947,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,01/03/2016 19:27,Standard Class,12/31/2015 19:27
88,DEBIT,2,4,32.47999954,123.4899979,Advance shipping,0,18,Men's Footwear,Miami,Estados Unidos,XXXXXXXXX,Mary,1182,Smith,XXXXXXXXX,Corporate,FL,5365 Tawny Apple Limits,33147,4,Apparel,25.82507515,-80.19588471,Pacific Asia,Porirua,Nueva Zelanda,1182,30851,403,6.5,0.050000001,77102,129.9900055,0.25999999,1,129.9900055,123.4899979,32.47999954,Oceania,Wellington,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/28/2016 8:07,Standard Class,3/26/2016 8:07
89,DEBIT,4,4,15.43999958,123.4899979,Shipping on time,0,18,Men's Footwear,Lutz,Estados Unidos,XXXXXXXXX,Theresa,5801,Pearson,XXXXXXXXX,Corporate,FL,6715 Gentle Horse Row,33549,4,Apparel,28.08681297,-82.43898773,Pacific Asia,Daca,Bangladés,5801,25163,403,6.5,0.050000001,63064,129.9900055,0.129999995,1,129.9900055,123.4899979,15.43999958,South Asia,Daca,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,01/07/2016 07:22,Standard Class,01/03/2016 07:22
90,DEBIT,2,4,4.570000172,123.4899979,Advance shipping,0,18,Men's Footwear,Bend,Estados Unidos,XXXXXXXXX,Cynthia,702,Smith,XXXXXXXXX,Corporate,OR,6412 Crystal View Townline,97701,4,Apparel,44.07210541,-12.13232708,Pacific Asia,Kanpur,India,702,28036,403,6.5,0.050000001,70143,129.9900055,0.039999999,1,129.9900055,123.4899979,4.570000172,South Asia,Uttar Pradesh,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/16/2016 5:54,Standard Class,2/14/2016 5:54
91,DEBIT,4,4,14.25,56.99000168,Shipping on time,0,17,Cleats,Ontario,Estados Unidos,XXXXXXXXX,Jonathan,6422,Richmond,XXXXXXXXX,Corporate,CA,3005 Bright Maze,91762,4,Apparel,34.06832504,-117.6557541,Pacific Asia,Bagdad,Irak,6422,42828,365,3,0.050000001,106946,59.99000168,0.25,1,59.99000168,56.99000168,14.25,West Asia,Bagdad,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/21/2016 4:12,Standard Class,9/17/2016 4:12
92,DEBIT,4,4,20.12999916,123.4899979,Shipping on time,0,18,Men's Footwear,Houston,Estados Unidos,XXXXXXXXX,Christopher,5384,Smith,XXXXXXXXX,Corporate,TX,5657 Lost Expressway,77015,4,Apparel,29.7805748,-95.17199707,Pacific Asia,Adana,Turquía,5384,48713,403,6.5,0.050000001,121833,129.9900055,0.159999996,1,129.9900055,123.4899979,20.12999916,West Asia,Adana,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/16/2016 1:59,Standard Class,12/12/2016 01:59
93,DEBIT,4,4,54.34000015,123.4899979,Shipping on time,0,18,Men's Footwear,Hampton,Estados Unidos,XXXXXXXXX,Donald,2985,Price,XXXXXXXXX,Corporate,VA,183 Velvet Grove Towers,23666,4,Apparel,37.05174255,-76.40163422,Pacific Asia,Riyadh,Arabia Saudí,2985,45668,403,6.5,0.050000001,114148,129.9900055,0.439999998,1,129.9900055,123.4899979,54.34000015,West Asia,Riad,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/01/2016 15:11,Standard Class,10/28/2016 15:11
94,DEBIT,2,4,43.61000061,436.1000061,Advance shipping,0,66,Crafts,New York,Estados Unidos,XXXXXXXXX,Rana,18349,Moreno,XXXXXXXXX,Corporate,NY,2275 Rustic Impasse,10016,4,Apparel,40.74559021,-73.97927856,Pacific Asia,Shenzhen,China,18349,74796,1353,25.37999916,0.059999999,178111,461.480011,0.100000001,1,461.480011,436.1000061,43.61000061,Eastern Asia,Guangdong,COMPLETE,,1353,66,,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,12/29/2017 20:01,Standard Class,12/27/2017 20:01
95,DEBIT,4,4,42.99000168,122.8399963,Shipping on time,0,18,Men's Footwear,Porterville,Estados Unidos,XXXXXXXXX,Mary,11286,Garcia,XXXXXXXXX,Corporate,CA,8279 Bright Fox Highway,93257,4,Apparel,35.93829727,-118.9438477,Pacific Asia,Tianjin,China,11286,27918,403,7.150000095,0.059999999,69867,129.9900055,0.349999994,1,129.9900055,122.8399963,42.99000168,Eastern Asia,Tianjin,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/16/2016 12:34,Standard Class,02/12/2016 12:34
96,DEBIT,3,4,19.84000015,56.68999863,Advance shipping,0,17,Cleats,Portland,Estados Unidos,XXXXXXXXX,William,489,Smith,XXXXXXXXX,Corporate,OR,2792 Middle Mount,97223,4,Apparel,45.59825897,-12.27242851,Pacific Asia,Perth,Australia,489,30097,365,3.299999952,0.059999999,75233,59.99000168,0.349999994,1,59.99000168,56.68999863,19.84000015,Oceania,Australia Occidental,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,3/18/2016 7:58,Standard Class,3/15/2016 7:58
97,DEBIT,2,4,54.04999924,122.8399963,Advance shipping,0,18,Men's Footwear,Strongsville,Estados Unidos,XXXXXXXXX,Rachel,4510,Cochran,XXXXXXXXX,Corporate,OH,6414 Jagged Sky Gardens,44136,4,Apparel,41.3469696,-81.82631683,Pacific Asia,Dunedin,Nueva Zelanda,4510,30966,403,7.150000095,0.059999999,77398,129.9900055,0.439999998,1,129.9900055,122.8399963,54.04999924,Oceania,Otago,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/30/2016 0:25,Standard Class,3/28/2016 0:25
98,DEBIT,4,4,-184.2599945,122.8399963,Shipping on time,0,18,Men's Footwear,El Paso,Estados Unidos,XXXXXXXXX,Dorothy,9626,Frye,XXXXXXXXX,Corporate,TX,4849 Clear Blossom Turnabout,79927,4,Apparel,31.65174103,-106.2676239,Pacific Asia,Melbourne,Australia,9626,30063,403,7.150000095,0.059999999,75154,129.9900055,-1.5,1,129.9900055,122.8399963,-184.2599945,Oceania,Victoria,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/18/2016 20:03,Standard Class,3/14/2016 20:03
99,DEBIT,4,4,12.27999973,122.8399963,Shipping on time,0,18,Men's Footwear,Bountiful,Estados Unidos,XXXXXXXXX,Mary,5295,Williams,XXXXXXXXX,Corporate,UT,2058 Quaking Oak Common,84010,4,Apparel,40.86649323,-111.8493271,Pacific Asia,Mersin,Turquía,5295,42353,403,7.150000095,0.059999999,105750,129.9900055,0.100000001,1,129.9900055,122.8399963,12.27999973,West Asia,Mersin,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/14/2016 5:47,Standard Class,09/10/2016 05:47
